LineString,Time,Amplitude,Decibels
"LINESTRING(-0.030453 51.523116, -0.030707 51.523655)",00:00,0.03666853,9.84458256
"LINESTRING(-0.030707 51.523655, -0.030718 51.523674)",00:14,0.03666853,9.84458256
"LINESTRING(-0.030718 51.523674, -0.030753 51.523739)",,0.03666853,9.84458256
"LINESTRING(-0.030753 51.523739, -0.030893 51.524)",,0.03666853,9.84458256
"LINESTRING(-0.030893 51.524, -0.031043 51.524279)",00:21,0.03666853,9.84458256
"LINESTRING(-0.031043 51.524279, -0.031117 51.524418)",,0.03666853,9.84458256
"LINESTRING(-0.031117 51.524418, -0.031159 51.524488)",,0.03666853,9.84458256
"LINESTRING(-0.031159 51.524488, -0.031305 51.524765)",00:31,0.03666853,9.84458256
"LINESTRING(-0.031305 51.524765, -0.031364 51.524833)",,0.03666853,9.84458256
"LINESTRING(-0.031364 51.524833, -0.03157 51.525266)",00:38,0.03666853,9.84458256
"LINESTRING(-0.03157 51.525266, -0.03159 51.525308)",,0.03666853,9.84458256
"LINESTRING(-0.03159 51.525308, -0.031742 51.525563)",00:47,0.03666853,9.84458256
"LINESTRING(-0.031742 51.525563, -0.031742 51.525563)",,0.03666853,9.84458256
"LINESTRING(-0.031742 51.525563, -0.031789 51.525642)",,0.03666853,9.84458256
"LINESTRING(-0.031789 51.525642, -0.03181 51.525677)",,0.03666853,9.84458256
"LINESTRING(-0.03181 51.525677, -0.031814 51.525684)",,0.03666853,9.84458256
"LINESTRING(-0.031814 51.525684, -0.031978 51.525655)",00:58,0.03666853,9.84458256
"LINESTRING(-0.031978 51.525655, -0.032065 51.525613)",01:00,0.03666853,9.84458256
"LINESTRING(-0.032065 51.525613, -0.032381 51.525536)",,0.09166661,17.41610718
"LINESTRING(-0.032381 51.525536, -0.032859 51.525416)",,0.09166661,17.41610718
"LINESTRING(-0.032859 51.525416, -0.033112 51.525355)",01:13,0.09166661,17.41610718
"LINESTRING(-0.033112 51.525355, -0.03325 51.525322)",,0.09166661,17.41610718
"LINESTRING(-0.03325 51.525322, -0.033289 51.525318)",,0.09166661,17.41610718
"LINESTRING(-0.033289 51.525318, -0.033408 51.525288)",,0.09166661,17.41610718
"LINESTRING(-0.033408 51.525288, -0.033481 51.525314)",,0.09166661,17.41610718
"LINESTRING(-0.033481 51.525314, -0.03356 51.525288)",,0.09166661,17.41610718
"LINESTRING(-0.03356 51.525288, -0.033641 51.525269)",,0.09166661,17.41610718
"LINESTRING(-0.033641 51.525269, -0.033694 51.525259)",,0.09166661,17.41610718
"LINESTRING(-0.033694 51.525259, -0.03392 51.525207)",,0.09166661,17.41610718
"LINESTRING(-0.03392 51.525207, -0.03408 51.525167)",01:25,0.09166661,17.41610718
"LINESTRING(-0.03408 51.525167, -0.034185 51.525139)",,0.09166661,17.41610718
"LINESTRING(-0.034185 51.525139, -0.034185 51.525103)",,0.09166661,17.41610718
"LINESTRING(-0.034185 51.525103, -0.034333 51.525061)",,0.09166661,17.41610718
"LINESTRING(-0.034333 51.525061, -0.034403 51.52504)",,0.09166661,17.41610718
"LINESTRING(-0.034403 51.52504, -0.034461 51.525025)",,0.09166661,17.41610718
"LINESTRING(-0.034461 51.525025, -0.034698 51.524989)",,0.09166661,17.41610718
"LINESTRING(-0.034698 51.524989, -0.034878 51.52493)",01:33,0.09166661,17.41610718
"LINESTRING(-0.034878 51.52493, -0.035072 51.524872)",,0.09166661,17.41610718
"LINESTRING(-0.035072 51.524872, -0.035127 51.524855)",,0.09166661,17.41610718
"LINESTRING(-0.035127 51.524855, -0.035199 51.524841)",,0.09166661,17.41610718
"LINESTRING(-0.035199 51.524841, -0.03529 51.524802)",,0.09166661,17.41610718
"LINESTRING(-0.03529 51.524802, -0.035307 51.524783)",,0.09166661,17.41610718
"LINESTRING(-0.035307 51.524783, -0.035518 51.524726)",,0.09166661,17.41610718
"LINESTRING(-0.035518 51.524726, -0.035642 51.524685)",01:43,0.09166661,17.41610718
"LINESTRING(-0.035642 51.524685, -0.036367 51.524405)",,0.09166661,17.41610718
"LINESTRING(-0.036367 51.524405, -0.036534 51.524344)",01:54,0.09166661,17.41610718
"LINESTRING(-0.036534 51.524344, -0.036568 51.524322)",,0.09166661,17.41610718
"LINESTRING(-0.036568 51.524322, -0.036598 51.524311)",,0.09166661,17.41610718
"LINESTRING(-0.036598 51.524311, -0.036693 51.524274)",,0.09166661,17.41610718
"LINESTRING(-0.036693 51.524274, -0.0368 51.524256)",,0.09166661,17.41610718
"LINESTRING(-0.0368 51.524256, -0.036831 51.524246)",02:00,0.09166661,17.41610718
"LINESTRING(-0.036831 51.524246, -0.036918 51.524218)",,0.08750052,16.47987366
"LINESTRING(-0.036918 51.524218, -0.037028 51.524177)",,0.08750052,16.47987366
"LINESTRING(-0.037028 51.524177, -0.037066 51.524163)",02:05,0.08750052,16.47987366
"LINESTRING(-0.037066 51.524163, -0.037158 51.524124)",,0.08750052,16.47987366
"LINESTRING(-0.037158 51.524124, -0.037308 51.524056)",,0.08750052,16.47987366
"LINESTRING(-0.037308 51.524056, -0.037541 51.523946)",,0.08750052,16.47987366
"LINESTRING(-0.037541 51.523946, -0.037608 51.523915)",2:20,0.08750052,16.47987366
"LINESTRING(-0.037608 51.523915, -0.037915 51.523777)",02:12,0.08750052,16.47987366
"LINESTRING(-0.037915 51.523777, -0.038136 51.523651)",,0.08750052,16.47987366
"LINESTRING(-0.038136 51.523651, -0.038288 51.523571)",,0.08750052,16.47987366
"LINESTRING(-0.038288 51.523571, -0.038431 51.52349)",02:24,0.08750052,16.47987366
"LINESTRING(-0.038431 51.52349, -0.03853 51.523432)",,0.08750052,16.47987366
"LINESTRING(-0.03853 51.523432, -0.038817 51.523298)",,0.08750052,16.47987366
"LINESTRING(-0.038817 51.523298, -0.038938 51.523251)",,0.08750052,16.47987366
"LINESTRING(-0.038938 51.523251, -0.038969 51.523232)",,0.08750052,16.47987366
"LINESTRING(-0.038969 51.523232, -0.039004 51.523212)",,0.08750052,16.47987366
"LINESTRING(-0.039004 51.523212, -0.039102 51.523176)",,0.08750052,16.47987366
"LINESTRING(-0.039102 51.523176, -0.03926 51.523115)",,0.08750052,16.47987366
"LINESTRING(-0.03926 51.523115, -0.039331 51.523107)",,0.08750052,16.47987366
"LINESTRING(-0.039331 51.523107, -0.039389 51.523091)",,0.08750052,16.47987366
"LINESTRING(-0.039389 51.523091, -0.039749 51.522973)",,0.08750052,16.47987366
"LINESTRING(-0.039749 51.522973, -0.039901 51.522926)",02:39,0.08750052,16.47987366
"LINESTRING(-0.039901 51.522926, -0.039988 51.522898)",,0.08750052,16.47987366
"LINESTRING(-0.039988 51.522898, -0.040175 51.522839)",,0.08750052,16.47987366
"LINESTRING(-0.040175 51.522839, -0.040301 51.522807)",02:53,0.08750052,16.47987366
"LINESTRING(-0.040301 51.522807, -0.040585 51.522733)",,0.08750052,16.47987366
"LINESTRING(-0.040585 51.522733, -0.041032 51.522611)",03:00,0.08750052,16.47987366
"LINESTRING(-0.041032 51.522611, -0.04107 51.522603)",03:05,0.07369181,12.62541008
"LINESTRING(-0.04107 51.522603, -0.04107 51.522603)",,0.07369181,12.62541008
"LINESTRING(-0.04107 51.522603, -0.041871 51.522429)",,0.07369181,12.62541008
"LINESTRING(-0.041871 51.522429, -0.041914 51.522422)",03:14,0.07369181,12.62541008
"LINESTRING(-0.041914 51.522422, -0.041981 51.522408)",,0.07369181,12.62541008
"LINESTRING(-0.041981 51.522408, -0.04205 51.522394)",,0.07369181,12.62541008
"LINESTRING(-0.04205 51.522394, -0.042123 51.522382)",,0.07369181,12.62541008
"LINESTRING(-0.042123 51.522382, -0.042187 51.522364)",,0.07369181,12.62541008
"LINESTRING(-0.042187 51.522364, -0.042228 51.52234)",,0.07369181,12.62541008
"LINESTRING(-0.042228 51.52234, -0.042466 51.522299)",,0.07369181,12.62541008
"LINESTRING(-0.042466 51.522299, -0.042614 51.52228)",03:21,0.07369181,12.62541008
"LINESTRING(-0.042614 51.52228, -0.042673 51.522285)",,0.07369181,12.62541008
"LINESTRING(-0.042673 51.522285, -0.042726 51.522279)",,0.07369181,12.62541008
"LINESTRING(-0.042726 51.522279, -0.042798 51.52227)",,0.07369181,12.62541008
"LINESTRING(-0.042798 51.52227, -0.042978 51.522249)",,0.07369181,12.62541008
"LINESTRING(-0.042978 51.522249, -0.043087 51.522238)",,0.07369181,12.62541008
"LINESTRING(-0.043087 51.522238, -0.043255 51.522238)",,0.07369181,12.62541008
"LINESTRING(-0.043255 51.522238, -0.043307 51.522236)",,0.07369181,12.62541008
"LINESTRING(-0.043307 51.522236, -0.043631 51.522222)",03:29,0.07369181,12.62541008
"LINESTRING(-0.043631 51.522222, -0.043868 51.522208)",,0.07369181,12.62541008
"LINESTRING(-0.043868 51.522208, -0.044058 51.522192)",,0.07369181,12.62541008
"LINESTRING(-0.044058 51.522192, -0.04426 51.522166)",,0.07369181,12.62541008
"LINESTRING(-0.04426 51.522166, -0.044486 51.522111)",03:38,0.07369181,12.62541008
"LINESTRING(-0.044486 51.522111, -0.044753 51.522061)",,0.07369181,12.62541008
"LINESTRING(-0.044753 51.522061, -0.045097 51.521991)",,0.07369181,12.62541008
"LINESTRING(-0.045097 51.521991, -0.045449 51.521922)",,0.07369181,12.62541008
"LINESTRING(-0.045449 51.521922, -0.045725 51.521865)",03:51,0.07369181,12.62541008
"LINESTRING(-0.045725 51.521865, -0.046168 51.521779)",04:00,0.07369181,12.62541008
"LINESTRING(-0.046168 51.521779, -0.046267 51.521758)",04:06,0.0597655,13.54724789
"LINESTRING(-0.046267 51.521758, -0.046314 51.521743)",,0.0597655,13.54724789
"LINESTRING(-0.046314 51.521743, -0.046348 51.521723)",,0.0597655,13.54724789
"LINESTRING(-0.046348 51.521723, -0.046659 51.521663)",,0.0597655,13.54724789
"LINESTRING(-0.046659 51.521663, -0.046736 51.521666)",,0.0597655,13.54724789
"LINESTRING(-0.046736 51.521666, -0.046823 51.52166)",,0.0597655,13.54724789
"LINESTRING(-0.046823 51.52166, -0.047607 51.521501)",04:14,0.0597655,13.54724789
"LINESTRING(-0.047607 51.521501, -0.048539 51.521308)",04:23,0.0597655,13.54724789
"LINESTRING(-0.048539 51.521308, -0.048635 51.521287)",,0.0597655,13.54724789
"LINESTRING(-0.048635 51.521287, -0.048838 51.521243)",,0.0597655,13.54724789
"LINESTRING(-0.048838 51.521243, -0.048863 51.521224)",,0.0597655,13.54724789
"LINESTRING(-0.048863 51.521224, -0.049058 51.521184)",04:32,0.0597655,13.54724789
"LINESTRING(-0.049058 51.521184, -0.049205 51.521154)",,0.0597655,13.54724789
"LINESTRING(-0.049205 51.521154, -0.049349 51.521168)",,0.0597655,13.54724789
"LINESTRING(-0.049349 51.521168, -0.049421 51.521153)",,0.0597655,13.54724789
"LINESTRING(-0.049421 51.521153, -0.049479 51.52114)",,0.0597655,13.54724789
"LINESTRING(-0.049479 51.52114, -0.049524 51.52113)",04:48,0.0597655,13.54724789
"LINESTRING(-0.049524 51.52113, -0.049574 51.521124)",,0.0597655,13.54724789
"LINESTRING(-0.049574 51.521124, -0.049608 51.521124)",,0.0597655,13.54724789
"LINESTRING(-0.049608 51.521124, -0.049658 51.521128)",,0.0597655,13.54724789
"LINESTRING(-0.049658 51.521128, -0.049684 51.521134)",,0.0597655,13.54724789
"LINESTRING(-0.049684 51.521134, -0.049711 51.521133)",,0.0597655,13.54724789
"LINESTRING(-0.049711 51.521133, -0.049813 51.521112)",,0.0597655,13.54724789
"LINESTRING(-0.049813 51.521112, -0.049948 51.521086)",,0.0597655,13.54724789
"LINESTRING(-0.049948 51.521086, -0.05005 51.521067)",,0.0597655,13.54724789
"LINESTRING(-0.05005 51.521067, -0.05007 51.521057)",,0.0597655,13.54724789
"LINESTRING(-0.05007 51.521057, -0.050088 51.521034)",,0.0597655,13.54724789
"LINESTRING(-0.050088 51.521034, -0.050114 51.521016)",,0.0597655,13.54724789
"LINESTRING(-0.050114 51.521016, -0.050263 51.520974)",05:00,0.0597655,13.54724789
"LINESTRING(-0.050263 51.520974, -0.050309 51.520963)",,0.07776281,14.03328896
"LINESTRING(-0.050309 51.520963, -0.050344 51.520955)",,0.07776281,14.03328896
"LINESTRING(-0.050344 51.520955, -0.051653 51.520657)",,0.07776281,14.03328896
"LINESTRING(-0.051653 51.520657, -0.05212 51.52055)",,0.07776281,14.03328896
"LINESTRING(-0.05212 51.52055, -0.05249 51.520469)",,0.07776281,14.03328896
"LINESTRING(-0.05249 51.520469, -0.052581 51.520451)",,0.07776281,14.03328896
"LINESTRING(-0.052581 51.520451, -0.053007 51.52037)",,0.07776281,14.03328896
"LINESTRING(-0.053007 51.52037, -0.05349 51.52029)",,0.07776281,14.03328896
"LINESTRING(-0.05349 51.52029, -0.053545 51.520282)",,0.07776281,14.03328896
"LINESTRING(-0.053545 51.520282, -0.054002 51.520212)",,0.07776281,14.03328896
"LINESTRING(-0.054002 51.520212, -0.054991 51.520025)",,0.07776281,14.03328896
"LINESTRING(-0.054991 51.520025, -0.055042 51.519996)",06:00,0.07776281,14.03328896
"LINESTRING(-0.055042 51.519996, -0.055116 51.519964)",,0.05027699,10.96145725
"LINESTRING(-0.055116 51.519964, -0.055181 51.51995)",,0.05027699,10.96145725
"LINESTRING(-0.055181 51.51995, -0.055302 51.519926)",,0.05027699,10.96145725
"LINESTRING(-0.055302 51.519926, -0.055547 51.519881)",,0.05027699,10.96145725
"LINESTRING(-0.055547 51.519881, -0.055972 51.5198)",,0.05027699,10.96145725
"LINESTRING(-0.055972 51.5198, -0.055985 51.519798)",,0.05027699,10.96145725
"LINESTRING(-0.055985 51.519798, -0.056042 51.519805)",,0.05027699,10.96145725
"LINESTRING(-0.056042 51.519805, -0.056103 51.519795)",,0.05027699,10.96145725
"LINESTRING(-0.056103 51.519795, -0.056206 51.519792)",,0.05027699,10.96145725
"LINESTRING(-0.056206 51.519792, -0.056307 51.519806)",,0.05027699,10.96145725
"LINESTRING(-0.056307 51.519806, -0.056394 51.519785)",,0.05027699,10.96145725
"LINESTRING(-0.056394 51.519785, -0.056484 51.519762)",,0.05027699,10.96145725
"LINESTRING(-0.056484 51.519762, -0.056553 51.519716)",,0.05027699,10.96145725
"LINESTRING(-0.056553 51.519716, -0.056603 51.519707)",,0.05027699,10.96145725
"LINESTRING(-0.056603 51.519707, -0.056666 51.519697)",,0.05027699,10.96145725
"LINESTRING(-0.056666 51.519697, -0.05755 51.519519)",,0.05027699,10.96145725
"LINESTRING(-0.05755 51.519519, -0.057882 51.519452)",,0.05027699,10.96145725
"LINESTRING(-0.057882 51.519452, -0.059166 51.51919)",,0.05027699,10.96145725
"LINESTRING(-0.059166 51.51919, -0.059369 51.519147)",,0.05027699,10.96145725
"LINESTRING(-0.059369 51.519147, -0.059472 51.519121)",,0.05027699,10.96145725
"LINESTRING(-0.059472 51.519121, -0.059895 51.519027)",07:00,0.05027699,10.96145725
"LINESTRING(-0.059895 51.519027, -0.059978 51.519008)",,0.07287711,13.09965611
"LINESTRING(-0.059978 51.519008, -0.06005 51.518973)",,0.07287711,13.09965611
"LINESTRING(-0.06005 51.518973, -0.060239 51.518931)",,0.07287711,13.09965611
"LINESTRING(-0.060239 51.518931, -0.060375 51.518898)",,0.07287711,13.09965611
"LINESTRING(-0.060375 51.518898, -0.060653 51.518837)",,0.07287711,13.09965611
"LINESTRING(-0.060653 51.518837, -0.060907 51.518779)",,0.07287711,13.09965611
"LINESTRING(-0.060907 51.518779, -0.060965 51.51879)",,0.07287711,13.09965611
"LINESTRING(-0.060965 51.51879, -0.060984 51.518787)",,0.07287711,13.09965611
"LINESTRING(-0.060984 51.518787, -0.061074 51.51877)",,0.07287711,13.09965611
"LINESTRING(-0.061074 51.51877, -0.061148 51.518756)",,0.07287711,13.09965611
"LINESTRING(-0.061148 51.518756, -0.061165 51.518753)",,0.07287711,13.09965611
"LINESTRING(-0.061165 51.518753, -0.06121 51.518714)",,0.07287711,13.09965611
"LINESTRING(-0.06121 51.518714, -0.0615 51.518657)",,0.07287711,13.09965611
"LINESTRING(-0.0615 51.518657, -0.062478 51.518424)",,0.07287711,13.09965611
"LINESTRING(-0.062478 51.518424, -0.06257 51.518419)",,0.07287711,13.09965611
"LINESTRING(-0.06257 51.518419, -0.062632 51.518405)",,0.07287711,13.09965611
"LINESTRING(-0.062632 51.518405, -0.062745 51.518395)",,0.07287711,13.09965611
"LINESTRING(-0.062745 51.518395, -0.062825 51.518396)",,0.07287711,13.09965611
"LINESTRING(-0.062825 51.518396, -0.063006 51.518353)",,0.07287711,13.09965611
"LINESTRING(-0.063006 51.518353, -0.063064 51.51834)",,0.07287711,13.09965611
"LINESTRING(-0.063064 51.51834, -0.063136 51.518332)",,0.07287711,13.09965611
"LINESTRING(-0.063136 51.518332, -0.063272 51.518341)",,0.07287711,13.09965611
"LINESTRING(-0.063272 51.518341, -0.063348 51.518325)",,0.07287711,13.09965611
"LINESTRING(-0.063348 51.518325, -0.063404 51.518309)",,0.07287711,13.09965611
"LINESTRING(-0.063404 51.518309, -0.063835 51.518192)",,0.07287711,13.09965611
"LINESTRING(-0.063835 51.518192, -0.06446 51.51802)",08:00,0.07287711,13.09965611
"LINESTRING(-0.06446 51.51802, -0.064846 51.51792)",,0.08136955,16.13508987
"LINESTRING(-0.064846 51.51792, -0.06498 51.517886)",,0.08136955,16.13508987
"LINESTRING(-0.06498 51.517886, -0.065012 51.517877)",,0.08136955,16.13508987
"LINESTRING(-0.065012 51.517877, -0.065112 51.517847)",,0.08136955,16.13508987
"LINESTRING(-0.065112 51.517847, -0.065242 51.517807)",,0.08136955,16.13508987
"LINESTRING(-0.065242 51.517807, -0.065402 51.517764)",,0.08136955,16.13508987
"LINESTRING(-0.065402 51.517764, -0.065566 51.517712)",,0.08136955,16.13508987
"LINESTRING(-0.065566 51.517712, -0.065662 51.517684)",,0.08136955,16.13508987
"LINESTRING(-0.065662 51.517684, -0.065764 51.517654)",,0.08136955,16.13508987
"LINESTRING(-0.065764 51.517654, -0.06581 51.51764)",,0.08136955,16.13508987
"LINESTRING(-0.06581 51.51764, -0.065913 51.517614)",,0.08136955,16.13508987
"LINESTRING(-0.065913 51.517614, -0.066073 51.517564)",,0.08136955,16.13508987
"LINESTRING(-0.066073 51.517564, -0.066173 51.517529)",,0.08136955,16.13508987
"LINESTRING(-0.066173 51.517529, -0.066701 51.51736)",,0.08136955,16.13508987
"LINESTRING(-0.066701 51.51736, -0.066878 51.517294)",,0.08136955,16.13508987
"LINESTRING(-0.066878 51.517294, -0.066964 51.517261)",,0.08136955,16.13508987
"LINESTRING(-0.066964 51.517261, -0.067113 51.517212)",,0.08136955,16.13508987
"LINESTRING(-0.067113 51.517212, -0.067217 51.517173)",,0.08136955,16.13508987
"LINESTRING(-0.067217 51.517173, -0.067272 51.517149)",,0.08136955,16.13508987
"LINESTRING(-0.067272 51.517149, -0.067348 51.51712)",,0.08136955,16.13508987
"LINESTRING(-0.067348 51.51712, -0.06739 51.517103)",,0.08136955,16.13508987
"LINESTRING(-0.06739 51.517103, -0.067557 51.517037)",,0.08136955,16.13508987
"LINESTRING(-0.067557 51.517037, -0.067737 51.516961)",,0.08136955,16.13508987
"LINESTRING(-0.067737 51.516961, -0.067874 51.516902)",,0.08136955,16.13508987
"LINESTRING(-0.067874 51.516902, -0.068104 51.516797)",,0.08136955,16.13508987
"LINESTRING(-0.068104 51.516797, -0.068149 51.516776)",,0.08136955,16.13508987
"LINESTRING(-0.068149 51.516776, -0.068322 51.516697)",,0.08136955,16.13508987
"LINESTRING(-0.068322 51.516697, -0.068418 51.516653)",,0.08136955,16.13508987
"LINESTRING(-0.068418 51.516653, -0.068485 51.516622)",09:00,0.08136955,16.13508987
"LINESTRING(-0.068485 51.516622, -0.068798 51.516478)",,0.07707505,14.44593048
"LINESTRING(-0.068798 51.516478, -0.069009 51.51638)",,0.07707505,14.44593048
"LINESTRING(-0.069009 51.51638, -0.069213 51.516285)",,0.07707505,14.44593048
"LINESTRING(-0.069213 51.516285, -0.069295 51.51625)",,0.07707505,14.44593048
"LINESTRING(-0.069295 51.51625, -0.069359 51.516223)",,0.07707505,14.44593048
"LINESTRING(-0.069359 51.516223, -0.069396 51.516206)",,0.07707505,14.44593048
"LINESTRING(-0.069396 51.516206, -0.069488 51.516163)",,0.07707505,14.44593048
"LINESTRING(-0.069488 51.516163, -0.06958 51.516123)",,0.07707505,14.44593048
"LINESTRING(-0.06958 51.516123, -0.06964 51.516096)",,0.07707505,14.44593048
"LINESTRING(-0.06964 51.516096, -0.069668 51.516038)",,0.07707505,14.44593048
"LINESTRING(-0.069668 51.516038, -0.069731 51.516009)",,0.07707505,14.44593048
"LINESTRING(-0.069731 51.516009, -0.069777 51.515984)",,0.07707505,14.44593048
"LINESTRING(-0.069777 51.515984, -0.069916 51.515919)",,0.07707505,14.44593048
"LINESTRING(-0.069916 51.515919, -0.070038 51.5159)",,0.07707505,14.44593048
"LINESTRING(-0.070038 51.5159, -0.0701 51.515874)",,0.07707505,14.44593048
"LINESTRING(-0.0701 51.515874, -0.070255 51.515809)",,0.07707505,14.44593048
"LINESTRING(-0.070255 51.515809, -0.070262 51.515741)",,0.07707505,14.44593048
"LINESTRING(-0.070262 51.515741, -0.070307 51.515722)",,0.07707505,14.44593048
"LINESTRING(-0.070307 51.515722, -0.0704 51.515682)",,0.07707505,14.44593048
"LINESTRING(-0.0704 51.515682, -0.070409 51.515678)",,0.07707505,14.44593048
"LINESTRING(-0.070409 51.515678, -0.070409 51.515678)",,0.07707505,14.44593048
"LINESTRING(-0.070409 51.515678, -0.070458 51.515659)",,0.07707505,14.44593048
"LINESTRING(-0.070458 51.515659, -0.070482 51.51565)",,0.07707505,14.44593048
"LINESTRING(-0.070482 51.51565, -0.070636 51.515597)",,0.07707505,14.44593048
"LINESTRING(-0.070636 51.515597, -0.07092 51.515495)",,0.07707505,14.44593048
"LINESTRING(-0.07092 51.515495, -0.07101 51.515468)",,0.07707505,14.44593048
"LINESTRING(-0.07101 51.515468, -0.071509 51.515282)",,0.07707505,14.44593048
"LINESTRING(-0.071509 51.515282, -0.071575 51.515258)",,0.07707505,14.44593048
"LINESTRING(-0.071575 51.515258, -0.071737 51.515204)",,0.07707505,14.44593048
"LINESTRING(-0.071737 51.515204, -0.071817 51.515175)",,0.07707505,14.44593048
"LINESTRING(-0.071817 51.515175, -0.071966 51.515116)",,0.07707505,14.44593048
"LINESTRING(-0.071966 51.515116, -0.072028 51.515098)",,0.07707505,14.44593048
"LINESTRING(-0.072028 51.515098, -0.072048 51.515092)",,0.07707505,14.44593048
"LINESTRING(-0.072048 51.515092, -0.072118 51.515071)",,0.07707505,14.44593048
"LINESTRING(-0.072118 51.515071, -0.072144 51.515039)",,0.07707505,14.44593048
"LINESTRING(-0.072144 51.515039, -0.072574 51.514895)",10:00,0.07707505,14.44593048
"LINESTRING(-0.072574 51.514895, -0.072848 51.514797)",,0.1002791,16.30848885
"LINESTRING(-0.072848 51.514797, -0.073166 51.514653)",,0.1002791,16.30848885
"LINESTRING(-0.073166 51.514653, -0.073227 51.514634)",,0.1002791,16.30848885
"LINESTRING(-0.073227 51.514634, -0.073371 51.514676)",,0.1002791,16.30848885
"LINESTRING(-0.073371 51.514676, -0.073464 51.514636)",,0.1002791,16.30848885
"LINESTRING(-0.073464 51.514636, -0.073596 51.514584)",,0.1002791,16.30848885
"LINESTRING(-0.073596 51.514584, -0.073595 51.514578)",,0.1002791,16.30848885
"LINESTRING(-0.073595 51.514578, -0.073595 51.514572)",,0.1002791,16.30848885
"LINESTRING(-0.073595 51.514572, -0.073596 51.514565)",,0.1002791,16.30848885
"LINESTRING(-0.073596 51.514565, -0.073597 51.514558)",,0.1002791,16.30848885
"LINESTRING(-0.073597 51.514558, -0.073602 51.514546)",,0.1002791,16.30848885
"LINESTRING(-0.073602 51.514546, -0.073605 51.51454)",,0.1002791,16.30848885
"LINESTRING(-0.073605 51.51454, -0.073611 51.514535)",,0.1002791,16.30848885
"LINESTRING(-0.073611 51.514535, -0.073649 51.514516)",,0.1002791,16.30848885
"LINESTRING(-0.073649 51.514516, -0.07367 51.514509)",,0.1002791,16.30848885
